datID,cohort,week,session,mouseID,expID,rawPath,firstTiff
183,coh2,w11,ses3_20211106,M77,OO,/mnt/Toshiba-16TB_2/Mecp2_cohort2_11wks raw and processed/M77/11062021_step2/OO,OO_M77step2_00001_00001.tif
184,coh2,w11,ses3_20211106,M77,RF,/mnt/Toshiba-16TB_2/Mecp2_cohort2_11wks raw and processed/M77/11062021_step2/RF,RF_M77step2_00001_00001.tif
185,coh2,w11,ses3_20211106,M77,TF,/mnt/Toshiba-16TB_2/Mecp2_cohort2_11wks raw and processed/M77/11062021_step2/TF,RF_M77step2_00002_00001.tif
186,coh2,w11,ses3_20211106,M77,SF,/mnt/Toshiba-16TB_2/Mecp2_cohort2_11wks raw and processed/M77/11062021_step2/SF,SF_M77step2_00001_00001.tif
187,coh2,w11,ses1_20211101,M78,contrast,/mnt/Toshiba-16TB_2/Mecp2_cohort2_11wks raw and processed/M78/11012021/Contrast,Contrast_M78__00001_00001.tif
188,coh2,w11,ses1_20211101,M78,DR,/mnt/Toshiba-16TB_2/Mecp2_cohort2_11wks raw and processed/M78/11012021/DR,DR_M78__00001_00001.tif
189,coh2,w11,ses1_20211101,M78,OR,/mnt/Toshiba-16TB_2/Mecp2_cohort2_11wks raw and processed/M78/11012021/OR,OR_M78__00001_00001.tif
190,coh2,w11,ses1_20211101,M78,OO,/mnt/Toshiba-16TB_2/Mecp2_cohort2_11wks raw and processed/M78/11012021/OO,OO_M78__00001_00001.tif
191,coh2,w11,ses1_20211101,M78,RF,/mnt/Toshiba-16TB_2/Mecp2_cohort2_11wks raw and processed/M78/11012021/RF,RF_M78__00001_00001.tif
192,coh2,w11,ses1_20211101,M78,TF,/mnt/Toshiba-16TB_2/Mecp2_cohort2_11wks raw and processed/M78/11012021/TF,TF_M78__00001_00001.tif
193,coh2,w11,ses1_20211101,M78,SF,/mnt/Toshiba-16TB_2/Mecp2_cohort2_11wks raw and processed/M78/11012021/SF,SF_M78__00001_00001.tif
194,coh2,w11,ses1_20211026,M81,contrast,/mnt/Toshiba-16TB_2/Mecp2_cohort2_11wks raw and processed/M81/10262021/contrast,Contrast_M81__00001_00001.tif
195,coh2,w11,ses1_20211026,M81,OR,/mnt/Toshiba-16TB_2/Mecp2_cohort2_11wks raw and processed/M81/10262021/OR,OR_M81__00001_00001.tif
196,coh2,w11,ses1_20211026,M81,OO,/mnt/Toshiba-16TB_2/Mecp2_cohort2_11wks raw and processed/M81/10262021/OO,OO_M81__00001_00001.tif
197,coh2,w11,ses1_20211026,M81,RF,/mnt/Toshiba-16TB_2/Mecp2_cohort2_11wks raw and processed/M81/10262021/rF,RF_M81__00001_00001.tif
198,coh2,w11,ses1_20211026,M81,TF,/mnt/Toshiba-16TB_2/Mecp2_cohort2_11wks raw and processed/M81/10262021/TF,TF_M81__00001_00001.tif
199,coh2,w11,ses1_20211026,M81,SF,/mnt/Toshiba-16TB_2/Mecp2_cohort2_11wks raw and processed/M81/10262021/SF,SF_M81__00001_00001.tif
200,coh2,w11,ses1_20211026,M81,DR,/mnt/Toshiba-16TB_2/Mecp2_cohort2_11wks raw and processed/M81/10262021/DR,DR_M81__00001_00001.tif
201,coh2,w11,ses2_20211027,M81,contrast,/mnt/Toshiba-16TB_2/Mecp2_cohort2_11wks raw and processed/M81/10272021_step2/contrast,Contrast_M81step2_00001_00001.tif
202,coh2,w11,ses2_20211027,M81,DR,/mnt/Toshiba-16TB_2/Mecp2_cohort2_11wks raw and processed/M81/10272021_step2/DR1,DR_M81step2_00001_00001.tif
203,coh2,w11,ses2_20211027,M81,DR2,/mnt/Toshiba-16TB_2/Mecp2_cohort2_11wks raw and processed/M81/10272021_step2/DR2,DR_M81step2_00002_00001.tif
204,coh2,w11,ses2_20211027,M81,OR,/mnt/Toshiba-16TB_2/Mecp2_cohort2_11wks raw and processed/M81/10272021_step2/OR,OR_M81step2_00001_00001.tif
205,coh2,w11,ses2_20211027,M81,OO,/mnt/Toshiba-16TB_2/Mecp2_cohort2_11wks raw and processed/M81/10272021_step2/OO,OO_M81step2_00001_00001.tif
206,coh2,w11,ses2_20211027,M81,RF,/mnt/Toshiba-16TB_2/Mecp2_cohort2_11wks raw and processed/M81/10272021_step2/RF,RF_M81step2_00001_00001.tif
207,coh2,w11,ses2_20211027,M81,TF,/mnt/Toshiba-16TB_2/Mecp2_cohort2_11wks raw and processed/M81/10272021_step2/TF,TF_M81step2_00001_00001.tif
208,coh2,w11,ses2_20211027,M81,SF,/mnt/Toshiba-16TB_2/Mecp2_cohort2_11wks raw and processed/M81/10272021_step2/SF,SF_M81step2_00001_00001.tif
209,coh2,w11,ses3_20211028,M81,contrast,/mnt/Toshiba-16TB_2/Mecp2_cohort2_11wks raw and processed/M81/10282021_step3/contrast,Contrast_M81Step3__00001_00001.tif
210,coh2,w11,ses3_20211028,M81,DR,/mnt/Toshiba-16TB_2/Mecp2_cohort2_11wks raw and processed/M81/10282021_step3/DR,DR_M81step3__00001_00001.tif
211,coh2,w11,ses3_20211028,M81,OR,/mnt/Toshiba-16TB_2/Mecp2_cohort2_11wks raw and processed/M81/10282021_step3/OR,OR_M81step3__00001_00001.tif
212,coh2,w11,ses3_20211028,M81,OO,/mnt/Toshiba-16TB_2/Mecp2_cohort2_11wks raw and processed/M81/10282021_step3/OO,OO_M81step3__00001_00001.tif
213,coh2,w11,ses3_20211028,M81,RF1,/mnt/Toshiba-16TB_2/Mecp2_cohort2_11wks raw and processed/M81/10282021_step3/RF1,RF_M81step3__00001_00001.tif
214,coh2,w11,ses3_20211028,M81,RF2,/mnt/Toshiba-16TB_2/Mecp2_cohort2_11wks raw and processed/M81/10282021_step3/RF2,RF_M81step3__00002_00001.tif
215,coh2,w11,ses3_20211028,M81,TF,/mnt/Toshiba-16TB_2/Mecp2_cohort2_11wks raw and processed/M81/10282021_step3/TF,TF_M81step3__00001_00001.tif
216,coh2,w11,ses3_20211028,M81,SF,/mnt/Toshiba-16TB_2/Mecp2_cohort2_11wks raw and processed/M81/10282021_step3/SF,SF_M81step3__00001_00001.tif
217,coh2,w11,ses1_20220103,M145,contrast,/mnt/Toshiba-16TB_2/Mecp2_cohort2_11wks raw and processed/M145/20220103/contrast,M145_contrast_00001_00001.tif
218,coh2,w11,ses1_20220103,M145,DR,/mnt/Toshiba-16TB_2/Mecp2_cohort2_11wks raw and processed/M145/20220103/DR,M145_DR_00001_00001.tif
219,coh2,w11,ses1_20220103,M145,OR,/mnt/Toshiba-16TB_2/Mecp2_cohort2_11wks raw and processed/M145/20220103/OR,M145_OR_00001_00001.tif
220,coh2,w11,ses1_20220103,M145,OO,/mnt/Toshiba-16TB_2/Mecp2_cohort2_11wks raw and processed/M145/20220103/OO,M145_OO_00001_00001.tif
221,coh2,w11,ses1_20220103,M145,RF,/mnt/Toshiba-16TB_2/Mecp2_cohort2_11wks raw and processed/M145/20220103/RF,M145_RF_00001_00001.tif
222,coh2,w11,ses1_20220103,M145,TF,/mnt/Toshiba-16TB_2/Mecp2_cohort2_11wks raw and processed/M145/20220103/TF,M145_TF_00001_00001.tif
223,coh2,w11,ses1_20220103,M145,SF,/mnt/Toshiba-16TB_2/Mecp2_cohort2_11wks raw and processed/M145/20220103/SF,M145_TF_00001_00001.tif
224,coh2,w11,ses2_20220104,M145,contrast,/mnt/Toshiba-16TB_2/Mecp2_cohort2_11wks raw and processed/M145/20220104_group2/Contrast,M145_contrast_00001_00001.tif
225,coh2,w11,ses2_20220104,M145,DR,/mnt/Toshiba-16TB_2/Mecp2_cohort2_11wks raw and processed/M145/20220104_group2/DR,M145_DR_00001_00001.tif
226,coh2,w11,ses2_20220104,M145,OR,/mnt/Toshiba-16TB_2/Mecp2_cohort2_11wks raw and processed/M145/20220104_group2/OR,M145_OR_00001_00001.tif
227,coh2,w11,ses2_20220104,M145,OO,/mnt/Toshiba-16TB_2/Mecp2_cohort2_11wks raw and processed/M145/20220104_group2/OO,M145_OO_00001_00001.tif
228,coh2,w11,ses2_20220104,M145,RF,/mnt/Toshiba-16TB_2/Mecp2_cohort2_11wks raw and processed/M145/20220104_group2/RF,M145_RF_00001_00001.tif
229,coh2,w11,ses2_20220104,M145,TF,/mnt/Toshiba-16TB_2/Mecp2_cohort2_11wks raw and processed/M145/20220104_group2/TF,M145_TF_00001_00001.tif
230,coh2,w11,ses2_20220104,M145,SF,/mnt/Toshiba-16TB_2/Mecp2_cohort2_11wks raw and processed/M145/20220104_group2/SF,M145_SF_00001_00001.tif
231,coh2,w11,ses1_20220131,M148,contrast,/mnt/Toshiba-16TB_2/Mecp2_cohort2_11wks raw and processed/M148/20220131_group1/contrast2,M148_Contrast_00001_00001.tif
232,coh2,w11,ses1_20220131,M148,DR,/mnt/Toshiba-16TB_2/Mecp2_cohort2_11wks raw and processed/M148/20220131_group1/DR,M148_DR_00001_00001.tif
233,coh2,w11,ses1_20220131,M148,OR,/mnt/Toshiba-16TB_2/Mecp2_cohort2_11wks raw and processed/M148/20220131_group1/OR,M148_OR_00002_00001.tif
234,coh2,w11,ses1_20220131,M148,OO,/mnt/Toshiba-16TB_2/Mecp2_cohort2_11wks raw and processed/M148/20220131_group1/OO,M148_OO_00001_00001.tif
235,coh2,w11,ses1_20220131,M148,RF,/mnt/Toshiba-16TB_2/Mecp2_cohort2_11wks raw and processed/M148/20220131_group1/RF,M148_RF_00001_00001.tif
236,coh2,w11,ses1_20220131,M148,TF,/mnt/Toshiba-16TB_2/Mecp2_cohort2_11wks raw and processed/M148/20220131_group1/TF,M148_TF_00001_00001.tif
237,coh2,w11,ses1_20220131,M148,SF,/mnt/Toshiba-16TB_2/Mecp2_cohort2_11wks raw and processed/M148/20220131_group1/SF,M148_SF_00001_00001.tif
238,coh2,w11,ses1_20220131,M148,SF2,/mnt/Toshiba-16TB_2/Mecp2_cohort2_11wks raw and processed/M148/20220131_group1/SF2,M148_SF_00001_00001.tif
239,coh2,w11,ses2_20220201,M148,contrast,/mnt/Toshiba-16TB_2/Mecp2_cohort2_11wks raw and processed/M148/20200201_group2_50umbelowgroup1/contrast,M148_contrast_00001_00001.tif
240,coh2,w11,ses2_20220201,M148,DR,/mnt/Toshiba-16TB_2/Mecp2_cohort2_11wks raw and processed/M148/20200201_group2_50umbelowgroup1/DR,M148_DR_00001_00001.tif
241,coh2,w11,ses2_20220201,M148,OR,/mnt/Toshiba-16TB_2/Mecp2_cohort2_11wks raw and processed/M148/20200201_group2_50umbelowgroup1/OR,M148_OR_00002_00001.tif
242,coh2,w11,ses2_20220201,M148,OO,/mnt/Toshiba-16TB_2/Mecp2_cohort2_11wks raw and processed/M148/20200201_group2_50umbelowgroup1/OO,M148_OO_00001_00001.tif
243,coh2,w11,ses2_20220201,M148,RF,/mnt/Toshiba-16TB_2/Mecp2_cohort2_11wks raw and processed/M148/20200201_group2_50umbelowgroup1/RF,M148_RF_00001_00001.tif
244,coh2,w11,ses2_20220201,M148,TF,/mnt/Toshiba-16TB_2/Mecp2_cohort2_11wks raw and processed/M148/20200201_group2_50umbelowgroup1/TF,M148_TF_00001_00001.tif
245,coh2,w11,ses2_20220201,M148,SF,/mnt/Toshiba-16TB_2/Mecp2_cohort2_11wks raw and processed/M148/20200201_group2_50umbelowgroup1/SF,M148_SF_00001_00001.tif
246,coh2,w11,ses3_20220202,M148,contrast,/mnt/Toshiba-16TB_2/Mecp2_cohort2_11wks raw and processed/M148/20220202_group3/contrast_named DR,M148_DR_00001_00001.tif
247,coh2,w11,ses3_20220202,M148,DR,/mnt/Toshiba-16TB_2/Mecp2_cohort2_11wks raw and processed/M148/20220202_group3/DR,M148_DR_00001_00001.tif
248,coh2,w11,ses3_20220202,M148,OR,/mnt/Toshiba-16TB_2/Mecp2_cohort2_11wks raw and processed/M148/20220202_group3/OR,M148_OR_00001_00001.tif
249,coh2,w11,ses3_20220202,M148,OO,/mnt/Toshiba-16TB_2/Mecp2_cohort2_11wks raw and processed/M148/20220202_group3/OO,M148_OO_00001_00001.tif
250,coh2,w11,ses3_20220202,M148,RF,/mnt/Toshiba-16TB_2/Mecp2_cohort2_11wks raw and processed/M148/20220202_group3/RF,M148_RF_00001_00001.tif
251,coh2,w11,ses3_20220202,M148,TF,/mnt/Toshiba-16TB_2/Mecp2_cohort2_11wks raw and processed/M148/20220202_group3/TF,M148_TF_00001_00001.tif
252,coh2,w11,ses3_20220202,M148,SF,/mnt/Toshiba-16TB_2/Mecp2_cohort2_11wks raw and processed/M148/20220202_group3/SF,M148_SF_00001_00001.tif
253,coh2,w11,ses1_20220126,M149,contrast,/mnt/Toshiba-16TB_2/Mecp2_cohort2_11wks raw and processed/M149/20220126_group1/Contrast/,M149group1_contrast_00001_00001.tif
254,coh2,w11,ses1_20220126,M149,DR,/mnt/Toshiba-16TB_2/Mecp2_cohort2_11wks raw and processed/M149/20220126_group1/DR,M149group1_DR_00001_00001.tif
255,coh2,w11,ses1_20220126,M149,OR,/mnt/Toshiba-16TB_2/Mecp2_cohort2_11wks raw and processed/M149/20220126_group1/OR,M149group1_OR_00001_00001.tif
256,coh2,w11,ses1_20220126,M149,OO,/mnt/Toshiba-16TB_2/Mecp2_cohort2_11wks raw and processed/M149/20220126_group1/OO,M149group1_OO_00001_00001.tif
257,coh2,w11,ses1_20220126,M149,RF,/mnt/Toshiba-16TB_2/Mecp2_cohort2_11wks raw and processed/M149/20220126_group1/RF,M149group1_RF_00001_00001.tif
258,coh2,w11,ses1_20220126,M149,TF,/mnt/Toshiba-16TB_2/Mecp2_cohort2_11wks raw and processed/M149/20220126_group1/TF,M149group1_TF_00001_00001.tif
259,coh2,w11,ses1_20220126,M149,SF,/mnt/Toshiba-16TB_2/Mecp2_cohort2_11wks raw and processed/M149/20220126_group1/SF,M149group1_SF_00001_00001.tif
260,coh2,w11,ses1_20220126,M149,SF2,/mnt/Toshiba-16TB_2/Mecp2_cohort2_11wks raw and processed/M149/20220126_group1/SF2,M149group1_sf2_00001_00001.tif
261,coh2,w11,ses2_20220127,M149,contrast,/mnt/Toshiba-16TB_2/Mecp2_cohort2_11wks raw and processed/M149/20220127_group2_210um/Contrast/,M149group2_Contrast_00001_00001.tif
262,coh2,w11,ses2_20220127,M149,DR,/mnt/Toshiba-16TB_2/Mecp2_cohort2_11wks raw and processed/M149/20220127_group2_210um/DR,M149group2_DR_00001_00001.tif
263,coh2,w11,ses2_20220127,M149,OR,/mnt/Toshiba-16TB_2/Mecp2_cohort2_11wks raw and processed/M149/20220127_group2_210um/OR,M149group2_OR_00001_00001.tif
264,coh2,w11,ses2_20220127,M149,OO,/mnt/Toshiba-16TB_2/Mecp2_cohort2_11wks raw and processed/M149/20220127_group2_210um/OO,M149group2_OO_00001_00001.tif
265,coh2,w11,ses2_20220127,M149,RF,/mnt/Toshiba-16TB_2/Mecp2_cohort2_11wks raw and processed/M149/20220127_group2_210um/RF,M149group2_RF_00001_00001.tif
266,coh2,w11,ses2_20220127,M149,TF,/mnt/Toshiba-16TB_2/Mecp2_cohort2_11wks raw and processed/M149/20220127_group2_210um/TF,M149group2_TF_00001_00001.tif
267,coh2,w11,ses2_20220127,M149,SF,/mnt/Toshiba-16TB_2/Mecp2_cohort2_11wks raw and processed/M149/20220127_group2_210um/SF,M149group2_SF_00001_00001.tif
268,coh2,w11,ses3_20220128,M149,contrast,/mnt/Toshiba-16TB_2/Mecp2_cohort2_11wks raw and processed/M149/20220128_group3_layer23_5ROIs/Contrast/,M149group3_Contrast_00001_00001.tif
269,coh2,w11,ses3_20220128,M149,DR,/mnt/Toshiba-16TB_2/Mecp2_cohort2_11wks raw and processed/M149/20220128_group3_layer23_5ROIs/DR,M149group3_DR_00001_00001.tif
270,coh2,w11,ses3_20220128,M149,DR2,/mnt/Toshiba-16TB_2/Mecp2_cohort2_11wks raw and processed/M149/20220128_group3_layer23_5ROIs/DR2,M149group3_DR_00001_00001.tif
271,coh2,w11,ses3_20220128,M149,OR,/mnt/Toshiba-16TB_2/Mecp2_cohort2_11wks raw and processed/M149/20220128_group3_layer23_5ROIs/OR,M149group3_OR_00001_00001.tif
272,coh2,w11,ses3_20220128,M149,OO,/mnt/Toshiba-16TB_2/Mecp2_cohort2_11wks raw and processed/M149/20220128_group3_layer23_5ROIs/OO,M149group3_OO_00001_00001.tif
273,coh2,w11,ses3_20220128,M149,RF,/mnt/Toshiba-16TB_2/Mecp2_cohort2_11wks raw and processed/M149/20220128_group3_layer23_5ROIs/RF,M149group3_RF_00001_00001.tif
274,coh2,w11,ses3_20220128,M149,TF,/mnt/Toshiba-16TB_2/Mecp2_cohort2_11wks raw and processed/M149/20220128_group3_layer23_5ROIs/TF,M149group3_TF_00001_00001.tif
275,coh2,w11,ses3_20220128,M149,SF,/mnt/Toshiba-16TB_2/Mecp2_cohort2_11wks raw and processed/M149/20220128_group3_layer23_5ROIs/SF,M149group3_SF_00001_00001.tif
276,coh2,w11,ses1_20220216,M156,contrast,/mnt/Toshiba-16TB_2/Mecp2_cohort2_11wks raw and processed/M156_11weeks/contrast1/,M156_contrast_00001_00001.tif
277,coh2,w11,ses2_20220217,M156,contrast,/mnt/Toshiba-16TB_2/Mecp2_cohort2_11wks raw and processed/M156_11weeks/contrast2,M156_contrast_00002_00001.tif
278,coh2,w11,ses1_20220216,M156,DR,/mnt/Toshiba-16TB_2/Mecp2_cohort2_11wks raw and processed/M156_11weeks/DR,M156_DR_00001_00001.tif
279,coh2,w11,ses1_20220216,M156,OR,/mnt/Toshiba-16TB_2/Mecp2_cohort2_11wks raw and processed/M156_11weeks/OR,M156_spon_00001_00001.tif
280,coh2,w11,ses2_20220217,M156,OO,/mnt/Toshiba-16TB_2/Mecp2_cohort2_11wks raw and processed/M156_11weeks/OO,M156_OO_00001_00001.tif
281,coh2,w11,ses1_20220216,M156,RF,/mnt/Toshiba-16TB_2/Mecp2_cohort2_11wks raw and processed/M156_11weeks/RF,M156_RF_00001_00001.tif
282,coh2,w11,ses2_20220217,M156,RF,/mnt/Toshiba-16TB_2/Mecp2_cohort2_11wks raw and processed/M156_11weeks/RF2_nextday,M156_RF_00001_00001.tif
283,coh2,w11,ses2_20220217,M156,TF,/mnt/Toshiba-16TB_2/Mecp2_cohort2_11wks raw and processed/M156_11weeks/TF,M156_TF_00001_00001.tif
284,coh2,w11,ses2_20220217,M156,SF,/mnt/Toshiba-16TB_2/Mecp2_cohort2_11wks raw and processed/M156_11weeks/SF,M156_SF_00001_00001.tif
285,coh2,w11,ses1_20220218,M159,contrast,/mnt/Toshiba-16TB_2/Mecp2_cohort2_11wks raw and processed/M159_11weeks/M159_20220218/Contrast/,M159_contrast_00001_00001.tif
286,coh2,w11,ses1_20220218,M159,DR,/mnt/Toshiba-16TB_2/Mecp2_cohort2_11wks raw and processed/M159_11weeks/M159_20220218/DR,M159_DR_00001_00001.tif
287,coh2,w11,ses1_20220218,M159,OR,/mnt/Toshiba-16TB_2/Mecp2_cohort2_11wks raw and processed/M159_11weeks/M159_20220218/OR,M159_OR_00002_00001.tif
288,coh2,w11,ses1_20220218,M159,OO,/mnt/Toshiba-16TB_2/Mecp2_cohort2_11wks raw and processed/M159_11weeks/M159_20220218/OO,M159_OO_00001_00001.tif
289,coh2,w11,ses1_20220218,M159,RF,/mnt/Toshiba-16TB_2/Mecp2_cohort2_11wks raw and processed/M159_11weeks/M159_20220218/RF,M159_RF_00002_00001.tif
290,coh2,w11,ses1_20220218,M159,TF,/mnt/Toshiba-16TB_2/Mecp2_cohort2_11wks raw and processed/M159_11weeks/M159_20220218/TF,M159_TF_00001_00001.tif
291,coh2,w11,ses1_20220218,M159,SF,/mnt/Toshiba-16TB_2/Mecp2_cohort2_11wks raw and processed/M159_11weeks/M159_20220218/SF,M159_SF_00001_00001.tif
292,coh2,w11,ses2_20220223,M159,contrast,/mnt/Toshiba-16TB_2/Mecp2_cohort2_11wks raw and processed/M159_11weeks/M159_group2_20220223/contrast/,M159_contrast_00001_00001.tif
293,coh2,w11,ses2_20220223,M159,DR,/mnt/Toshiba-16TB_2/Mecp2_cohort2_11wks raw and processed/M159_11weeks/M159_group2_20220223/DR,M159_DR_00001_00001.tif
294,coh2,w11,ses2_20220223,M159,OR,/mnt/Toshiba-16TB_2/Mecp2_cohort2_11wks raw and processed/M159_11weeks/M159_group2_20220223/OR,M159_OR_00001_00001.tif
295,coh2,w11,ses2_20220223,M159,OO,/mnt/Toshiba-16TB_2/Mecp2_cohort2_11wks raw and processed/M159_11weeks/M159_group2_20220223/OO,M159_OO_00001_00001.tif
296,coh2,w11,ses2_20220223,M159,RF,/mnt/Toshiba-16TB_2/Mecp2_cohort2_11wks raw and processed/M159_11weeks/M159_group2_20220223/RF,M159_RF_00001_00001.tif
297,coh2,w11,ses2_20220223,M159,RF2,/mnt/Toshiba-16TB_2/Mecp2_cohort2_11wks raw and processed/M159_11weeks/M159_group2_20220223/RF106,M159_RF_00001_00001.tif
298,coh2,w11,ses2_20220223,M159,TF,/mnt/Toshiba-16TB_2/Mecp2_cohort2_11wks raw and processed/M159_11weeks/M159_group2_20220223/TF,M159_TF_00001_00001.tif
299,coh2,w11,ses2_20220223,M159,SF,/mnt/Toshiba-16TB_2/Mecp2_cohort2_11wks raw and processed/M159_11weeks/M159_group2_20220223/SF,M159_SF_00002_00001.tif
300,coh2,w22,ses1_20220328,M145,contrast,/mnt/Toshiba-16TB_2/Mecp2_cohort2_22wks raw and processed/M145_22weeks/20220328_22weeks/contrast,M145_contrast_00003_00001.tif
301,coh2,w22,ses1_20220328,M145,DR,/mnt/Toshiba-16TB_2/Mecp2_cohort2_22wks raw and processed/M145_22weeks/20220328_22weeks/DR,M145_DR_00001_00001.tif
302,coh2,w22,ses1_20220328,M145,OR,/mnt/Toshiba-16TB_2/Mecp2_cohort2_22wks raw and processed/M145_22weeks/20220328_22weeks/OR,M145_OR_00001_00001.tif
303,coh2,w22,ses1_20220328,M145,OO,/mnt/Toshiba-16TB_2/Mecp2_cohort2_22wks raw and processed/M145_22weeks/20220328_22weeks/OO,M145_OO_00001_00001.tif
304,coh2,w22,ses1_20220328,M145,RF,/mnt/Toshiba-16TB_2/Mecp2_cohort2_22wks raw and processed/M145_22weeks/20220328_22weeks/RF,M145_RF_00002_00001.tif
305,coh2,w22,ses1_20220328,M145,TF,/mnt/Toshiba-16TB_2/Mecp2_cohort2_22wks raw and processed/M145_22weeks/20220328_22weeks/TF,M145_TF_00001_00001.tif
306,coh2,w22,ses1_20220328,M145,SF,/mnt/Toshiba-16TB_2/Mecp2_cohort2_22wks raw and processed/M145_22weeks/20220328_22weeks/SF,M145_SF_00001_00001.tif
307,coh2,w22,ses1_20220419,M148,contrast,/mnt/Toshiba-16TB_2/Mecp2_cohort2_22wks raw and processed/m148_group1_timepoint2/M148_group1_20220419_2ndtimepoint/Contrast,M148_CONTRAST_00001_00001.tif
308,coh2,w22,ses1_20220419,M148,DR,/mnt/Toshiba-16TB_2/Mecp2_cohort2_22wks raw and processed/m148_group1_timepoint2/M148_group1_20220419_2ndtimepoint/DR,M148_dr_00001_00001.tif
309,coh2,w22,ses1_20220419,M148,OR,/mnt/Toshiba-16TB_2/Mecp2_cohort2_22wks raw and processed/m148_group1_timepoint2/M148_group1_20220419_2ndtimepoint/OR,M148_or_00001_00001.tif
310,coh2,w22,ses1_20220419,M148,OO,/mnt/Toshiba-16TB_2/Mecp2_cohort2_22wks raw and processed/m148_group1_timepoint2/M148_group1_20220419_2ndtimepoint/OO,M148_oo_00001_00001.tif
311,coh2,w22,ses1_20220419,M148,RF,/mnt/Toshiba-16TB_2/Mecp2_cohort2_22wks raw and processed/m148_group1_timepoint2/M148_group1_20220419_2ndtimepoint/rf,M148_rf_00001_00001.tif
312,coh2,w22,ses1_20220419,M148,TF,/mnt/Toshiba-16TB_2/Mecp2_cohort2_22wks raw and processed/m148_group1_timepoint2/M148_group1_20220419_2ndtimepoint/tf,M148_TF_00001_00001.tif
313,coh2,w22,ses1_20220419,M148,SF,/mnt/Toshiba-16TB_2/Mecp2_cohort2_22wks raw and processed/m148_group1_timepoint2/M148_group1_20220419_2ndtimepoint/sF,M148_sF_00001_00001.tif
314,coh2,w22,ses2_20220420,M148,contrast,/mnt/Toshiba-16TB_2/Mecp2_cohort2_22wks raw and processed/M148_group2_2ndtimepoint/contrast,M148_contrast_00001_00001.tif
315,coh2,w22,ses2_20220420,M148,contrast2,/mnt/Toshiba-16TB_2/Mecp2_cohort2_22wks raw and processed/M148_group2_2ndtimepoint/contrast2,M148_contrast2_00001_00001.tif
316,coh2,w22,ses2_20220420,M148,DR,/mnt/Toshiba-16TB_2/Mecp2_cohort2_22wks raw and processed/M148_group2_2ndtimepoint/DR,M148_dr_00001_00001.tif
317,coh2,w22,ses2_20220420,M148,OR,/mnt/Toshiba-16TB_2/Mecp2_cohort2_22wks raw and processed/M148_group2_2ndtimepoint/OR,M148_or_00001_00001.tif
318,coh2,w22,ses2_20220420,M148,OO,/mnt/Toshiba-16TB_2/Mecp2_cohort2_22wks raw and processed/M148_group2_2ndtimepoint/oo,M148_oo_00001_00001.tif
319,coh2,w22,ses2_20220420,M148,RF,/mnt/Toshiba-16TB_2/Mecp2_cohort2_22wks raw and processed/M148_group2_2ndtimepoint/rf,M148_rf_00001_00001.tif
320,coh2,w22,ses2_20220420,M148,TF,/mnt/Toshiba-16TB_2/Mecp2_cohort2_22wks raw and processed/M148_group2_2ndtimepoint/TF,M148_TF_00001_00001.tif
321,coh2,w22,ses2_20220420,M148,SF,/mnt/Toshiba-16TB_2/Mecp2_cohort2_22wks raw and processed/M148_group2_2ndtimepoint/SF,M148_SF_00001_00001.tif
322,coh2,w22,ses3_20220421,M148,contrast,/mnt/Toshiba-16TB_2/Mecp2_cohort2_22wks raw and processed/M148_group3_timepoint2/contrast,M148_contrast_00001_00001.tif
323,coh2,w22,ses3_20220421,M148,DR,/mnt/Toshiba-16TB_2/Mecp2_cohort2_22wks raw and processed/M148_group3_timepoint2/DR,M148_dr_00001_00001.tif
324,coh2,w22,ses3_20220421,M148,OR,/mnt/Toshiba-16TB_2/Mecp2_cohort2_22wks raw and processed/M148_group3_timepoint2/OR,M148_or_00002_00001.tif
325,coh2,w22,ses3_20220421,M148,OO,/mnt/Toshiba-16TB_2/Mecp2_cohort2_22wks raw and processed/M148_group3_timepoint2/OO,M148_OO_00001_00001.tif
326,coh2,w22,ses3_20220421,M148,RF,/mnt/Toshiba-16TB_2/Mecp2_cohort2_22wks raw and processed/M148_group3_timepoint2/RF,M148_RF_00001_00001.tif
327,coh2,w22,ses3_20220421,M148,TF,/mnt/Toshiba-16TB_2/Mecp2_cohort2_22wks raw and processed/M148_group3_timepoint2/TF,M148_TF_00001_00001.tif
328,coh2,w22,ses3_20220421,M148,SF,/mnt/Toshiba-16TB_2/Mecp2_cohort2_22wks raw and processed/M148_group3_timepoint2/SF,M148_SF_00001_00001.tif
329,coh2,w22,ses1_20220502,M149,contrast,/mnt/Toshiba-16TB_2/Mecp2_cohort2_22wks raw and processed/m149_GROUP1_22WEEKS/20220502_group1_22weeks/CONTRAST,M149_CONTRAST_00001_00001.tif
330,coh2,w22,ses1_20220502,M149,DR,/mnt/Toshiba-16TB_2/Mecp2_cohort2_22wks raw and processed/m149_GROUP1_22WEEKS/20220502_group1_22weeks/DR,M149_dr_00001_00001.tif
331,coh2,w22,ses1_20220502,M149,OR,/mnt/Toshiba-16TB_2/Mecp2_cohort2_22wks raw and processed/m149_GROUP1_22WEEKS/20220502_group1_22weeks/OR,M149_OR_00002_00001.tif
332,coh2,w22,ses1_20220502,M149,OO,/mnt/Toshiba-16TB_2/Mecp2_cohort2_22wks raw and processed/m149_GROUP1_22WEEKS/20220502_group1_22weeks/OO,M149_OO_00001_00001.tif
